,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class_1,Class_2
10,"tf.Tensor(0.7776692, shape=(), dtype=float32)","tf.Tensor(0.87045586, shape=(), dtype=float32)","tf.Tensor(0.35598153, shape=(), dtype=float32)","tf.Tensor(0.85338664, shape=(), dtype=float32)","tf.Tensor(0.42665705, shape=(), dtype=float32)","tf.Tensor(0.678103, shape=(), dtype=float32)","tf.Tensor(0.5165751, shape=(), dtype=float32)","tf.Tensor(0.8604538, shape=(), dtype=float32)","tf.Tensor(0.6566664, shape=(), dtype=float32)","tf.Tensor(0.7373492, shape=(), dtype=float32)","tf.Tensor(0.7649201, shape=(), dtype=float32)","tf.Tensor(0.3002891, shape=(), dtype=float32)","tf.Tensor(0.8407792, shape=(), dtype=float32)","tf.Tensor(0.5232058, shape=(), dtype=float32)","tf.Tensor(0.40440848, shape=(), dtype=float32)","tf.Tensor(0.6720851, shape=(), dtype=float32)","tf.Tensor(0.6798283, shape=(), dtype=float32)","tf.Tensor(0.7104881, shape=(), dtype=float32)","tf.Tensor(0.6796236, shape=(), dtype=float32)","tf.Tensor(0.41477513, shape=(), dtype=float32)","tf.Tensor(0.30222803, shape=(), dtype=float32)","tf.Tensor(0.43710536, shape=(), dtype=float32)","tf.Tensor(0.5221286, shape=(), dtype=float32)","tf.Tensor(0.7547543, shape=(), dtype=float32)","tf.Tensor(0.6589412, shape=(), dtype=float32)","tf.Tensor(0.75905406, shape=(), dtype=float32)","tf.Tensor(0.5275702, shape=(), dtype=float32)","tf.Tensor(0.80893165, shape=(), dtype=float32)","tf.Tensor(0.6459937, shape=(), dtype=float32)","tf.Tensor(-0.06037952, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
11,"tf.Tensor(0.6157849, shape=(), dtype=float32)","tf.Tensor(0.94580364, shape=(), dtype=float32)","tf.Tensor(0.35079524, shape=(), dtype=float32)","tf.Tensor(0.929973, shape=(), dtype=float32)","tf.Tensor(0.31754756, shape=(), dtype=float32)","tf.Tensor(0.5662471, shape=(), dtype=float32)","tf.Tensor(0.5570086, shape=(), dtype=float32)","tf.Tensor(0.91510683, shape=(), dtype=float32)","tf.Tensor(0.71453923, shape=(), dtype=float32)","tf.Tensor(0.7599951, shape=(), dtype=float32)","tf.Tensor(0.7830807, shape=(), dtype=float32)","tf.Tensor(0.0991094, shape=(), dtype=float32)","tf.Tensor(0.85153645, shape=(), dtype=float32)","tf.Tensor(0.16649602, shape=(), dtype=float32)","tf.Tensor(0.5587672, shape=(), dtype=float32)","tf.Tensor(0.781318, shape=(), dtype=float32)","tf.Tensor(0.74975115, shape=(), dtype=float32)","tf.Tensor(0.8206979, shape=(), dtype=float32)","tf.Tensor(0.67038167, shape=(), dtype=float32)","tf.Tensor(0.57985264, shape=(), dtype=float32)","tf.Tensor(0.25677076, shape=(), dtype=float32)","tf.Tensor(0.46348476, shape=(), dtype=float32)","tf.Tensor(0.55837137, shape=(), dtype=float32)","tf.Tensor(0.7987819, shape=(), dtype=float32)","tf.Tensor(0.8799789, shape=(), dtype=float32)","tf.Tensor(0.7909249, shape=(), dtype=float32)","tf.Tensor(0.27245158, shape=(), dtype=float32)","tf.Tensor(0.7067401, shape=(), dtype=float32)","tf.Tensor(0.80209684, shape=(), dtype=float32)","tf.Tensor(0.0539015, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
12,"tf.Tensor(0.5295805, shape=(), dtype=float32)","tf.Tensor(0.7341663, shape=(), dtype=float32)","tf.Tensor(0.5362702, shape=(), dtype=float32)","tf.Tensor(0.65011764, shape=(), dtype=float32)","tf.Tensor(0.6206193, shape=(), dtype=float32)","tf.Tensor(0.5281596, shape=(), dtype=float32)","tf.Tensor(0.49726388, shape=(), dtype=float32)","tf.Tensor(0.75409883, shape=(), dtype=float32)","tf.Tensor(0.7136206, shape=(), dtype=float32)","tf.Tensor(0.4954169, shape=(), dtype=float32)","tf.Tensor(0.5879887, shape=(), dtype=float32)","tf.Tensor(0.72535336, shape=(), dtype=float32)","tf.Tensor(0.50545835, shape=(), dtype=float32)","tf.Tensor(0.53721464, shape=(), dtype=float32)","tf.Tensor(0.14116313, shape=(), dtype=float32)","tf.Tensor(0.75406855, shape=(), dtype=float32)","tf.Tensor(0.45841256, shape=(), dtype=float32)","tf.Tensor(0.46313182, shape=(), dtype=float32)","tf.Tensor(0.5707622, shape=(), dtype=float32)","tf.Tensor(0.5210611, shape=(), dtype=float32)","tf.Tensor(0.27140248, shape=(), dtype=float32)","tf.Tensor(0.5664557, shape=(), dtype=float32)","tf.Tensor(0.46813592, shape=(), dtype=float32)","tf.Tensor(0.789808, shape=(), dtype=float32)","tf.Tensor(0.4055664, shape=(), dtype=float32)","tf.Tensor(0.8303512, shape=(), dtype=float32)","tf.Tensor(0.56835896, shape=(), dtype=float32)","tf.Tensor(0.8723047, shape=(), dtype=float32)","tf.Tensor(0.61937046, shape=(), dtype=float32)","tf.Tensor(-0.13748884, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
13,"tf.Tensor(0.33037993, shape=(), dtype=float32)","tf.Tensor(0.71500945, shape=(), dtype=float32)","tf.Tensor(0.70942754, shape=(), dtype=float32)","tf.Tensor(0.4956723, shape=(), dtype=float32)","tf.Tensor(0.95318824, shape=(), dtype=float32)","tf.Tensor(0.35592684, shape=(), dtype=float32)","tf.Tensor(0.07284534, shape=(), dtype=float32)","tf.Tensor(0.7105317, shape=(), dtype=float32)","tf.Tensor(0.87276626, shape=(), dtype=float32)","tf.Tensor(0.4355623, shape=(), dtype=float32)","tf.Tensor(0.40147737, shape=(), dtype=float32)","tf.Tensor(0.9228858, shape=(), dtype=float32)","tf.Tensor(-0.046602055, shape=(), dtype=float32)","tf.Tensor(0.7484066, shape=(), dtype=float32)","tf.Tensor(0.18400638, shape=(), dtype=float32)","tf.Tensor(0.72534394, shape=(), dtype=float32)","tf.Tensor(0.27947974, shape=(), dtype=float32)","tf.Tensor(0.3070156, shape=(), dtype=float32)","tf.Tensor(0.38785392, shape=(), dtype=float32)","tf.Tensor(0.68388265, shape=(), dtype=float32)","tf.Tensor(0.082074404, shape=(), dtype=float32)","tf.Tensor(0.57568467, shape=(), dtype=float32)","tf.Tensor(0.5693784, shape=(), dtype=float32)","tf.Tensor(0.8354304, shape=(), dtype=float32)","tf.Tensor(0.7169602, shape=(), dtype=float32)","tf.Tensor(0.801387, shape=(), dtype=float32)","tf.Tensor(0.4883945, shape=(), dtype=float32)","tf.Tensor(0.77389574, shape=(), dtype=float32)","tf.Tensor(0.26533833, shape=(), dtype=float32)","tf.Tensor(0.078291915, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
14,"tf.Tensor(0.48790133, shape=(), dtype=float32)","tf.Tensor(0.8519262, shape=(), dtype=float32)","tf.Tensor(0.3648209, shape=(), dtype=float32)","tf.Tensor(0.82400566, shape=(), dtype=float32)","tf.Tensor(0.34497744, shape=(), dtype=float32)","tf.Tensor(0.64712524, shape=(), dtype=float32)","tf.Tensor(0.4847832, shape=(), dtype=float32)","tf.Tensor(0.8240201, shape=(), dtype=float32)","tf.Tensor(0.6807398, shape=(), dtype=float32)","tf.Tensor(0.67041993, shape=(), dtype=float32)","tf.Tensor(0.668666, shape=(), dtype=float32)","tf.Tensor(0.46839324, shape=(), dtype=float32)","tf.Tensor(0.5171256, shape=(), dtype=float32)","tf.Tensor(0.48116297, shape=(), dtype=float32)","tf.Tensor(0.30852744, shape=(), dtype=float32)","tf.Tensor(0.73804206, shape=(), dtype=float32)","tf.Tensor(0.43382815, shape=(), dtype=float32)","tf.Tensor(0.5098349, shape=(), dtype=float32)","tf.Tensor(0.5599417, shape=(), dtype=float32)","tf.Tensor(0.6364151, shape=(), dtype=float32)","tf.Tensor(0.117800355, shape=(), dtype=float32)","tf.Tensor(0.5364132, shape=(), dtype=float32)","tf.Tensor(0.5425656, shape=(), dtype=float32)","tf.Tensor(0.7985096, shape=(), dtype=float32)","tf.Tensor(0.6716464, shape=(), dtype=float32)","tf.Tensor(0.70647246, shape=(), dtype=float32)","tf.Tensor(0.38784674, shape=(), dtype=float32)","tf.Tensor(0.7371476, shape=(), dtype=float32)","tf.Tensor(0.588661, shape=(), dtype=float32)","tf.Tensor(0.07943248, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
15,"tf.Tensor(0.35016724, shape=(), dtype=float32)","tf.Tensor(0.94092, shape=(), dtype=float32)","tf.Tensor(0.41625923, shape=(), dtype=float32)","tf.Tensor(0.9116127, shape=(), dtype=float32)","tf.Tensor(0.3472156, shape=(), dtype=float32)","tf.Tensor(0.67313355, shape=(), dtype=float32)","tf.Tensor(0.73426086, shape=(), dtype=float32)","tf.Tensor(0.9165594, shape=(), dtype=float32)","tf.Tensor(0.60641575, shape=(), dtype=float32)","tf.Tensor(0.81407833, shape=(), dtype=float32)","tf.Tensor(0.8592574, shape=(), dtype=float32)","tf.Tensor(0.29643518, shape=(), dtype=float32)","tf.Tensor(0.88282996, shape=(), dtype=float32)","tf.Tensor(0.087106176, shape=(), dtype=float32)","tf.Tensor(0.6504619, shape=(), dtype=float32)","tf.Tensor(0.7414595, shape=(), dtype=float32)","tf.Tensor(0.8281351, shape=(), dtype=float32)","tf.Tensor(0.9205748, shape=(), dtype=float32)","tf.Tensor(0.7991964, shape=(), dtype=float32)","tf.Tensor(0.3288702, shape=(), dtype=float32)","tf.Tensor(0.18113773, shape=(), dtype=float32)","tf.Tensor(0.63687265, shape=(), dtype=float32)","tf.Tensor(0.5159447, shape=(), dtype=float32)","tf.Tensor(0.86235625, shape=(), dtype=float32)","tf.Tensor(0.6095436, shape=(), dtype=float32)","tf.Tensor(0.8399928, shape=(), dtype=float32)","tf.Tensor(0.47958893, shape=(), dtype=float32)","tf.Tensor(0.8173158, shape=(), dtype=float32)","tf.Tensor(0.79935926, shape=(), dtype=float32)","tf.Tensor(-0.06717556, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
16,"tf.Tensor(0.5333269, shape=(), dtype=float32)","tf.Tensor(0.93263626, shape=(), dtype=float32)","tf.Tensor(0.1581911, shape=(), dtype=float32)","tf.Tensor(0.91320074, shape=(), dtype=float32)","tf.Tensor(0.035952613, shape=(), dtype=float32)","tf.Tensor(0.640762, shape=(), dtype=float32)","tf.Tensor(0.5826832, shape=(), dtype=float32)","tf.Tensor(0.88613, shape=(), dtype=float32)","tf.Tensor(0.5467417, shape=(), dtype=float32)","tf.Tensor(0.82685024, shape=(), dtype=float32)","tf.Tensor(0.8151541, shape=(), dtype=float32)","tf.Tensor(0.08629743, shape=(), dtype=float32)","tf.Tensor(0.8958338, shape=(), dtype=float32)","tf.Tensor(0.3318467, shape=(), dtype=float32)","tf.Tensor(0.68344265, shape=(), dtype=float32)","tf.Tensor(0.68743426, shape=(), dtype=float32)","tf.Tensor(0.77609116, shape=(), dtype=float32)","tf.Tensor(0.8353339, shape=(), dtype=float32)","tf.Tensor(0.75754213, shape=(), dtype=float32)","tf.Tensor(0.38952413, shape=(), dtype=float32)","tf.Tensor(0.2919731, shape=(), dtype=float32)","tf.Tensor(0.4345211, shape=(), dtype=float32)","tf.Tensor(0.5491767, shape=(), dtype=float32)","tf.Tensor(0.81229264, shape=(), dtype=float32)","tf.Tensor(0.76020676, shape=(), dtype=float32)","tf.Tensor(0.7717061, shape=(), dtype=float32)","tf.Tensor(0.31148723, shape=(), dtype=float32)","tf.Tensor(0.7300604, shape=(), dtype=float32)","tf.Tensor(0.6674015, shape=(), dtype=float32)","tf.Tensor(0.12757723, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
17,"tf.Tensor(0.41502804, shape=(), dtype=float32)","tf.Tensor(0.72062284, shape=(), dtype=float32)","tf.Tensor(0.52752, shape=(), dtype=float32)","tf.Tensor(0.69896317, shape=(), dtype=float32)","tf.Tensor(0.49242556, shape=(), dtype=float32)","tf.Tensor(0.5842781, shape=(), dtype=float32)","tf.Tensor(0.37624842, shape=(), dtype=float32)","tf.Tensor(0.7369325, shape=(), dtype=float32)","tf.Tensor(0.78402716, shape=(), dtype=float32)","tf.Tensor(0.6484152, shape=(), dtype=float32)","tf.Tensor(0.5657136, shape=(), dtype=float32)","tf.Tensor(0.4549814, shape=(), dtype=float32)","tf.Tensor(0.65771896, shape=(), dtype=float32)","tf.Tensor(0.54089135, shape=(), dtype=float32)","tf.Tensor(0.39800027, shape=(), dtype=float32)","tf.Tensor(0.676481, shape=(), dtype=float32)","tf.Tensor(0.47673935, shape=(), dtype=float32)","tf.Tensor(0.49447557, shape=(), dtype=float32)","tf.Tensor(0.3988224, shape=(), dtype=float32)","tf.Tensor(0.5397038, shape=(), dtype=float32)","tf.Tensor(0.29720464, shape=(), dtype=float32)","tf.Tensor(0.4550875, shape=(), dtype=float32)","tf.Tensor(0.4992678, shape=(), dtype=float32)","tf.Tensor(0.60385126, shape=(), dtype=float32)","tf.Tensor(0.8023298, shape=(), dtype=float32)","tf.Tensor(0.7451556, shape=(), dtype=float32)","tf.Tensor(0.3692287, shape=(), dtype=float32)","tf.Tensor(0.7436697, shape=(), dtype=float32)","tf.Tensor(0.69602805, shape=(), dtype=float32)","tf.Tensor(0.0012865299, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
18,"tf.Tensor(0.4771355, shape=(), dtype=float32)","tf.Tensor(0.755574, shape=(), dtype=float32)","tf.Tensor(0.5564857, shape=(), dtype=float32)","tf.Tensor(0.6627939, shape=(), dtype=float32)","tf.Tensor(0.570634, shape=(), dtype=float32)","tf.Tensor(0.50318223, shape=(), dtype=float32)","tf.Tensor(0.4065695, shape=(), dtype=float32)","tf.Tensor(0.7945694, shape=(), dtype=float32)","tf.Tensor(0.7442777, shape=(), dtype=float32)","tf.Tensor(0.6347063, shape=(), dtype=float32)","tf.Tensor(0.47494534, shape=(), dtype=float32)","tf.Tensor(0.5520361, shape=(), dtype=float32)","tf.Tensor(0.554311, shape=(), dtype=float32)","tf.Tensor(0.5640005, shape=(), dtype=float32)","tf.Tensor(0.2530696, shape=(), dtype=float32)","tf.Tensor(0.760107, shape=(), dtype=float32)","tf.Tensor(0.32745624, shape=(), dtype=float32)","tf.Tensor(0.39438817, shape=(), dtype=float32)","tf.Tensor(0.35058725, shape=(), dtype=float32)","tf.Tensor(0.6535873, shape=(), dtype=float32)","tf.Tensor(0.23165782, shape=(), dtype=float32)","tf.Tensor(0.5345043, shape=(), dtype=float32)","tf.Tensor(0.49731612, shape=(), dtype=float32)","tf.Tensor(0.634781, shape=(), dtype=float32)","tf.Tensor(0.83856624, shape=(), dtype=float32)","tf.Tensor(0.76407474, shape=(), dtype=float32)","tf.Tensor(0.39717203, shape=(), dtype=float32)","tf.Tensor(0.74299705, shape=(), dtype=float32)","tf.Tensor(0.6981832, shape=(), dtype=float32)","tf.Tensor(-0.06110315, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
19,"tf.Tensor(0.83642554, shape=(), dtype=float32)","tf.Tensor(0.96494114, shape=(), dtype=float32)","tf.Tensor(0.25279835, shape=(), dtype=float32)","tf.Tensor(0.9506649, shape=(), dtype=float32)","tf.Tensor(0.3303846, shape=(), dtype=float32)","tf.Tensor(0.7273904, shape=(), dtype=float32)","tf.Tensor(0.66919917, shape=(), dtype=float32)","tf.Tensor(0.9312818, shape=(), dtype=float32)","tf.Tensor(0.73811656, shape=(), dtype=float32)","tf.Tensor(0.79418623, shape=(), dtype=float32)","tf.Tensor(0.83687663, shape=(), dtype=float32)","tf.Tensor(0.17220584, shape=(), dtype=float32)","tf.Tensor(0.93871003, shape=(), dtype=float32)","tf.Tensor(0.50722736, shape=(), dtype=float32)","tf.Tensor(0.62075126, shape=(), dtype=float32)","tf.Tensor(0.78638893, shape=(), dtype=float32)","tf.Tensor(0.82214314, shape=(), dtype=float32)","tf.Tensor(0.81430036, shape=(), dtype=float32)","tf.Tensor(0.78874326, shape=(), dtype=float32)","tf.Tensor(0.4184481, shape=(), dtype=float32)","tf.Tensor(0.31695664, shape=(), dtype=float32)","tf.Tensor(0.5219917, shape=(), dtype=float32)","tf.Tensor(0.5784516, shape=(), dtype=float32)","tf.Tensor(0.8600813, shape=(), dtype=float32)","tf.Tensor(0.74967206, shape=(), dtype=float32)","tf.Tensor(0.79476744, shape=(), dtype=float32)","tf.Tensor(0.60156804, shape=(), dtype=float32)","tf.Tensor(0.84339243, shape=(), dtype=float32)","tf.Tensor(0.7214578, shape=(), dtype=float32)","tf.Tensor(-0.045444068, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
20,"tf.Tensor(0.45567527, shape=(), dtype=float32)","tf.Tensor(0.7956292, shape=(), dtype=float32)","tf.Tensor(0.53701276, shape=(), dtype=float32)","tf.Tensor(0.759107, shape=(), dtype=float32)","tf.Tensor(0.4230571, shape=(), dtype=float32)","tf.Tensor(0.60759, shape=(), dtype=float32)","tf.Tensor(0.5755898, shape=(), dtype=float32)","tf.Tensor(0.7736648, shape=(), dtype=float32)","tf.Tensor(0.68647957, shape=(), dtype=float32)","tf.Tensor(0.619717, shape=(), dtype=float32)","tf.Tensor(0.6694388, shape=(), dtype=float32)","tf.Tensor(0.49161157, shape=(), dtype=float32)","tf.Tensor(0.7243798, shape=(), dtype=float32)","tf.Tensor(0.33113822, shape=(), dtype=float32)","tf.Tensor(0.4357494, shape=(), dtype=float32)","tf.Tensor(0.75049454, shape=(), dtype=float32)","tf.Tensor(0.61867356, shape=(), dtype=float32)","tf.Tensor(0.6727251, shape=(), dtype=float32)","tf.Tensor(0.6117854, shape=(), dtype=float32)","tf.Tensor(0.47770616, shape=(), dtype=float32)","tf.Tensor(0.24852021, shape=(), dtype=float32)","tf.Tensor(0.60659426, shape=(), dtype=float32)","tf.Tensor(0.4187444, shape=(), dtype=float32)","tf.Tensor(0.7594798, shape=(), dtype=float32)","tf.Tensor(0.56258917, shape=(), dtype=float32)","tf.Tensor(0.8508849, shape=(), dtype=float32)","tf.Tensor(0.5338745, shape=(), dtype=float32)","tf.Tensor(0.850736, shape=(), dtype=float32)","tf.Tensor(0.7281594, shape=(), dtype=float32)","tf.Tensor(-0.058870077, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
21,"tf.Tensor(0.37864247, shape=(), dtype=float32)","tf.Tensor(0.7913758, shape=(), dtype=float32)","tf.Tensor(0.5967337, shape=(), dtype=float32)","tf.Tensor(0.7306471, shape=(), dtype=float32)","tf.Tensor(0.73933196, shape=(), dtype=float32)","tf.Tensor(0.61813265, shape=(), dtype=float32)","tf.Tensor(0.46154985, shape=(), dtype=float32)","tf.Tensor(0.82532895, shape=(), dtype=float32)","tf.Tensor(0.785878, shape=(), dtype=float32)","tf.Tensor(0.6667671, shape=(), dtype=float32)","tf.Tensor(0.57955384, shape=(), dtype=float32)","tf.Tensor(0.68065387, shape=(), dtype=float32)","tf.Tensor(0.6066674, shape=(), dtype=float32)","tf.Tensor(0.7063408, shape=(), dtype=float32)","tf.Tensor(0.3385297, shape=(), dtype=float32)","tf.Tensor(0.810791, shape=(), dtype=float32)","tf.Tensor(0.352677, shape=(), dtype=float32)","tf.Tensor(0.35055286, shape=(), dtype=float32)","tf.Tensor(0.39235663, shape=(), dtype=float32)","tf.Tensor(0.7163805, shape=(), dtype=float32)","tf.Tensor(0.3258748, shape=(), dtype=float32)","tf.Tensor(0.6419309, shape=(), dtype=float32)","tf.Tensor(0.5811738, shape=(), dtype=float32)","tf.Tensor(0.8434258, shape=(), dtype=float32)","tf.Tensor(0.868825, shape=(), dtype=float32)","tf.Tensor(0.78960437, shape=(), dtype=float32)","tf.Tensor(0.47651196, shape=(), dtype=float32)","tf.Tensor(0.8005041, shape=(), dtype=float32)","tf.Tensor(0.68837297, shape=(), dtype=float32)","tf.Tensor(-0.021108197, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
22,"tf.Tensor(0.6640678, shape=(), dtype=float32)","tf.Tensor(0.855962, shape=(), dtype=float32)","tf.Tensor(0.3389677, shape=(), dtype=float32)","tf.Tensor(0.79560107, shape=(), dtype=float32)","tf.Tensor(0.5009161, shape=(), dtype=float32)","tf.Tensor(0.63057446, shape=(), dtype=float32)","tf.Tensor(0.6204773, shape=(), dtype=float32)","tf.Tensor(0.8551163, shape=(), dtype=float32)","tf.Tensor(0.73227227, shape=(), dtype=float32)","tf.Tensor(0.68085873, shape=(), dtype=float32)","tf.Tensor(0.7114127, shape=(), dtype=float32)","tf.Tensor(0.6550434, shape=(), dtype=float32)","tf.Tensor(0.71051985, shape=(), dtype=float32)","tf.Tensor(0.45330846, shape=(), dtype=float32)","tf.Tensor(0.4627334, shape=(), dtype=float32)","tf.Tensor(0.8242795, shape=(), dtype=float32)","tf.Tensor(0.601529, shape=(), dtype=float32)","tf.Tensor(0.6086174, shape=(), dtype=float32)","tf.Tensor(0.71926725, shape=(), dtype=float32)","tf.Tensor(0.54247844, shape=(), dtype=float32)","tf.Tensor(0.30369094, shape=(), dtype=float32)","tf.Tensor(0.61018, shape=(), dtype=float32)","tf.Tensor(0.6466537, shape=(), dtype=float32)","tf.Tensor(0.89097875, shape=(), dtype=float32)","tf.Tensor(0.30999818, shape=(), dtype=float32)","tf.Tensor(0.8943269, shape=(), dtype=float32)","tf.Tensor(0.5685001, shape=(), dtype=float32)","tf.Tensor(0.87338364, shape=(), dtype=float32)","tf.Tensor(0.5632406, shape=(), dtype=float32)","tf.Tensor(0.13544089, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
23,"tf.Tensor(0.5142657, shape=(), dtype=float32)","tf.Tensor(0.87040406, shape=(), dtype=float32)","tf.Tensor(0.43466508, shape=(), dtype=float32)","tf.Tensor(0.81417435, shape=(), dtype=float32)","tf.Tensor(0.33649278, shape=(), dtype=float32)","tf.Tensor(0.67297894, shape=(), dtype=float32)","tf.Tensor(0.54504627, shape=(), dtype=float32)","tf.Tensor(0.8193367, shape=(), dtype=float32)","tf.Tensor(0.6262029, shape=(), dtype=float32)","tf.Tensor(0.7749385, shape=(), dtype=float32)","tf.Tensor(0.66834825, shape=(), dtype=float32)","tf.Tensor(0.41003934, shape=(), dtype=float32)","tf.Tensor(0.74786013, shape=(), dtype=float32)","tf.Tensor(0.3344235, shape=(), dtype=float32)","tf.Tensor(0.39603108, shape=(), dtype=float32)","tf.Tensor(0.75786567, shape=(), dtype=float32)","tf.Tensor(0.6545564, shape=(), dtype=float32)","tf.Tensor(0.75403845, shape=(), dtype=float32)","tf.Tensor(0.70948184, shape=(), dtype=float32)","tf.Tensor(0.51936626, shape=(), dtype=float32)","tf.Tensor(0.17927714, shape=(), dtype=float32)","tf.Tensor(0.5416002, shape=(), dtype=float32)","tf.Tensor(0.4215227, shape=(), dtype=float32)","tf.Tensor(0.79849505, shape=(), dtype=float32)","tf.Tensor(0.60330456, shape=(), dtype=float32)","tf.Tensor(0.79510796, shape=(), dtype=float32)","tf.Tensor(0.44632867, shape=(), dtype=float32)","tf.Tensor(0.82524025, shape=(), dtype=float32)","tf.Tensor(0.76501554, shape=(), dtype=float32)","tf.Tensor(-0.03909456, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
24,"tf.Tensor(0.8640953, shape=(), dtype=float32)","tf.Tensor(0.96194786, shape=(), dtype=float32)","tf.Tensor(0.37165835, shape=(), dtype=float32)","tf.Tensor(0.95212156, shape=(), dtype=float32)","tf.Tensor(0.23052031, shape=(), dtype=float32)","tf.Tensor(0.7485477, shape=(), dtype=float32)","tf.Tensor(0.6877567, shape=(), dtype=float32)","tf.Tensor(0.947389, shape=(), dtype=float32)","tf.Tensor(0.85714006, shape=(), dtype=float32)","tf.Tensor(0.851566, shape=(), dtype=float32)","tf.Tensor(0.9065879, shape=(), dtype=float32)","tf.Tensor(0.32302397, shape=(), dtype=float32)","tf.Tensor(0.9517685, shape=(), dtype=float32)","tf.Tensor(0.6041812, shape=(), dtype=float32)","tf.Tensor(0.81422645, shape=(), dtype=float32)","tf.Tensor(0.67977095, shape=(), dtype=float32)","tf.Tensor(0.887097, shape=(), dtype=float32)","tf.Tensor(0.8736452, shape=(), dtype=float32)","tf.Tensor(0.8383769, shape=(), dtype=float32)","tf.Tensor(0.44407216, shape=(), dtype=float32)","tf.Tensor(0.3897926, shape=(), dtype=float32)","tf.Tensor(0.5499969, shape=(), dtype=float32)","tf.Tensor(0.79299366, shape=(), dtype=float32)","tf.Tensor(0.8983813, shape=(), dtype=float32)","tf.Tensor(0.82904667, shape=(), dtype=float32)","tf.Tensor(0.8975488, shape=(), dtype=float32)","tf.Tensor(0.35883355, shape=(), dtype=float32)","tf.Tensor(0.8833508, shape=(), dtype=float32)","tf.Tensor(0.733887, shape=(), dtype=float32)","tf.Tensor(0.20669754, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
25,"tf.Tensor(0.57208365, shape=(), dtype=float32)","tf.Tensor(0.96828645, shape=(), dtype=float32)","tf.Tensor(0.36809322, shape=(), dtype=float32)","tf.Tensor(0.9580621, shape=(), dtype=float32)","tf.Tensor(0.29487, shape=(), dtype=float32)","tf.Tensor(0.6771024, shape=(), dtype=float32)","tf.Tensor(0.6880214, shape=(), dtype=float32)","tf.Tensor(0.9186409, shape=(), dtype=float32)","tf.Tensor(0.60729825, shape=(), dtype=float32)","tf.Tensor(0.8395051, shape=(), dtype=float32)","tf.Tensor(0.87418985, shape=(), dtype=float32)","tf.Tensor(0.09153308, shape=(), dtype=float32)","tf.Tensor(0.9251439, shape=(), dtype=float32)","tf.Tensor(0.08732451, shape=(), dtype=float32)","tf.Tensor(0.6571667, shape=(), dtype=float32)","tf.Tensor(0.7785532, shape=(), dtype=float32)","tf.Tensor(0.83842605, shape=(), dtype=float32)","tf.Tensor(0.9281935, shape=(), dtype=float32)","tf.Tensor(0.8159389, shape=(), dtype=float32)","tf.Tensor(0.20403442, shape=(), dtype=float32)","tf.Tensor(0.29230288, shape=(), dtype=float32)","tf.Tensor(0.5308077, shape=(), dtype=float32)","tf.Tensor(0.48987937, shape=(), dtype=float32)","tf.Tensor(0.83254755, shape=(), dtype=float32)","tf.Tensor(0.7782823, shape=(), dtype=float32)","tf.Tensor(0.7860695, shape=(), dtype=float32)","tf.Tensor(0.449716, shape=(), dtype=float32)","tf.Tensor(0.71566117, shape=(), dtype=float32)","tf.Tensor(0.8261148, shape=(), dtype=float32)","tf.Tensor(-0.11112365, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
